cmc_id,symbol,name,sector,peak_mcap,last_mcap,n_months,first_m,last_m,dl_chain,map_via,chain_dex_30d,mat_ratio,rung,rung_reason
2843,ETZ,Ether Zero,,41183052.13916161,501942.47400863,15,2019-05-31,2020-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
7505,EVER,Everscale,Layer-1,401289147.4569877,13188720.00580881,50,2021-12-31,2026-01-31,Everscale,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2526,EVN,Envion,Smart Contract Platform,47886194.48968899,12209216.69669575,26,2018-03-31,2020-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2034,EVX,Everex,Smart Contract Platform,48295803.66611484,14405841.18856492,49,2017-10-31,2021-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
96,EXC,Extremecoin,Dexs,44994.73644724,44994.73644724,6,2015-09-30,2016-02-29,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
633,EXCL,ExclusiveCoin,,11990658.17913581,360635.54277743,45,2016-07-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
185,EXE,Execoin,,121728.17057175,121728.17057175,2,2016-04-30,2016-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1070,EXP,Expanse,,42700868.18704007,859884.80387277,55,2015-09-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
381,FC2,FuelCoin,,1807992.05991659,838663.85476337,31,2015-08-31,2018-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
370,FCN,Fantomcoin,,2241545.77805955,1068087.60203285,19,2016-09-30,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2870,FGC,FantasyGold,,3634069707.461552,3634069707.461552,2,2023-05-31,2023-06-30,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
2280,FIL,Filecoin,Chain;AI/Big Data;DePIN;Storage;Layer-1,11987914688.589457,735905268.6708163,69,2020-09-30,2026-05-31,Filecoin,cmcId,4981870.0,0.006769716445974353,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1414,FIRO,Firo,Payments;Privacy;Zero Knowledge,424983272.5228353,16645276.99279772,110,2016-10-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
152,FLAP,FlappyCoin,,7559515.94177637,7559515.94177637,6,2015-08-31,2018-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4842,FLG,Folgory Coin,,659438494.9745334,41757634.06727977,19,2020-01-31,2021-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4558,FLOW,Flow,Chain;Dexs;NFT;Layer-1,4306121775.1047735,53288681.87470682,65,2021-01-31,2026-05-31,Flow,cmcId,9876066.0,0.18533139969986048,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.1853>= 0.01)
7950,FLR,Flare,Chain;Layer-1,1890100505.8157551,665974421.5098673,40,2023-02-28,2026-05-31,Flare,gecko,222415986.0,0.33397076346528215,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.3340>= 0.01)
218,FLT,FlutterCoin,Derivatives,2697581.33181547,557426.13647921,32,2015-08-31,2018-06-30,Fluence,symbol,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3029,FLUX,Flux,Lending;AI/Big Data;DePIN;Storage;Interoperability;Privacy;Smart Contract Platform,533128429.69038856,27311033.75477618,55,2021-11-30,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4058,FO,FIBOS,,41762915.28617157,10636342.33968441,25,2019-12-31,2022-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
10,FRC,Freicoin,,663303.91183808,357858.89106699,28,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3388,FREE,FREEdom Coin,Dexs;Payments,102338646.49890584,10979684.85900424,28,2019-02-28,2022-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
32,FST,Fastcoin,Derivatives,2889661.77663737,400813.38500113,32,2015-08-31,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
8,FTC,Feathercoin,NFT;Payments,71524493.76483674,6381978.21441142,67,2015-08-31,2021-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3513,FTM,Fantom,Chain;Layer-1;Smart Contract Platform,7293466953.31438,1903351888.7991729,69,2019-03-31,2024-12-31,Fantom,cmcId,724185.0,0.0003804787776036985,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
22615,FTN,Fasttoken,Chain;Layer-1,2004301046.389323,474750699.0419312,30,2023-10-31,2026-03-31,Bahamut,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
965,FUNK,The Cypherfunks,,1629038.58732253,1120343.43589915,22,2016-08-31,2018-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
32120,G,Gravity,Canonical Bridge;Layer-1,349982773.6543135,37684384.38361246,23,2024-07-31,2026-05-31,Gravity by Galxe,cmcId,101488.0,0.0026931048937111827,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
7080,GALA,Gala,NFT;Gaming;Layer-1,4331096187.367409,152338617.86110175,64,2021-02-28,2026-05-31,Gala,cmcId,62133274.0,0.40786292321918954,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.4079>= 0.01)
576,GAME,GameCredits,Algo-Stables;NFT;Gaming;Metaverse,265743851.4298553,9540467.8866006,81,2015-08-31,2022-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1285,GB,GoldBlocks,Lending,4842827.10437975,30547.79953273,25,2016-06-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1531,GCC,Global Cryptocurrency,,6438499.36316996,3309374.33393284,38,2017-03-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
730,GCN,GCN Coin,,12841930.62322858,36663.10672678,39,2015-10-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
25,GLC,Goldcoin,,18610971.40270129,10956039.14156838,58,2015-08-31,2022-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
51,GLC,GlobalCoin,,1282769.46713928,717055.17976818,19,2016-05-31,2017-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
6836,GLMR,Moonbeam,Canonical Bridge;Layer-1;Smart Contract Platform,626151277.7773385,18470874.58067746,52,2022-01-31,2026-04-30,Moonbeam,cmcId,963585.0,0.052167805903896636,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0522>= 0.01)
1659,GNO,Gnosis,Chain;DEX;Layer-1;Prediction Market,1004699920.583186,303357826.29203355,109,2017-05-31,2026-05-31,Gnosis,cmcId,160689876.0,0.5297040724616369,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.5297>= 0.01)
2291,GNX,Genaro Network,DePIN,136172327.4708683,12676802.14392918,41,2018-03-31,2022-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2861,GO,GoChain,Smart Contract Platform,81089209.13108437,5361242.29735298,64,2018-07-31,2023-10-31,GoChain,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
833,GRC,Gridcoin,,54486116.65964972,4958868.76422689,62,2015-08-31,2023-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3709,GRIN,Grin,Payments;Privacy,67721164.70113383,5917082.11042041,50,2019-02-28,2023-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
258,GRS,Groestlcoin,Payments;Privacy,107310080.7884811,13709693.27625926,125,2015-08-31,2025-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
977,GXX,GravityCoin,,15826675.9954617,77229.94306107,27,2017-03-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1329,GYC,Gycoin,,191524.72447604,126773.89243618,5,2016-08-31,2017-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
701,HAM,HamRadioCoin,,36537.31598934,732.32646896,21,2015-08-31,2017-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4642,HBAR,Hedera,Chain;DAG;Layer-1;Payments;RWA,11728415810.921717,4183809129.763437,79,2019-10-31,2026-05-31,Hedera,cmcId,99199147.0,0.023710246792642036,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0237>= 0.01)
78,HBN,HoboNickels,,1340923.51965098,631287.91017559,32,2015-08-31,2018-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1903,HC,HyperCash,Payments,1252836791.4917026,5302361.53670654,67,2017-08-31,2023-02-28,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
202,HEX,Heisenberg,Yield,65277.84703904,65277.84703904,2,2016-04-30,2016-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5370,HIVE,Hive,Layer-1,1009225513.6350436,37348034.38028282,73,2020-04-30,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1173,HMP,HempCoin,,5111228.23885975,139867.33373488,22,2016-03-31,2018-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1004,HNC,Hellenic Coin,,285976933.8805088,264541409.45304543,42,2015-08-31,2021-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5665,HNT,Helium,Chain;DePIN;IoT,4040708598.8882937,135068118.10316774,68,2020-09-30,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1195,HODL,HOdlcoin,,1584180.66964613,660559.51081251,25,2016-03-31,2018-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1628,HPAY,HappyPay,,13993079.36312366,682346.88279894,27,2017-04-30,2019-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2345,HPB,High Performance Blockchain,Smart Contract Platform,183591857.88516995,9597970.72749144,45,2018-01-31,2021-09-30,HPB,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1220,HTC,HitCoin,,4424708.22989651,762044.40616405,21,2016-06-30,2018-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2315,HTML,HTMLCOIN,,112401135.07922196,8501564.18328806,40,2018-01-31,2021-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
616,HTML5,HTML5COIN,,22651028.51898177,22651028.51898177,29,2015-08-31,2017-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5552,HTR,Hathor,RWA;Smart Contract Platform,409188773.9430121,14028460.60643564,46,2021-02-28,2025-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
130,HUC,HunterCoin,,6735039.14411962,419690.26282354,33,2016-02-29,2019-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1466,HUSH,Hush,,21116296.37148975,731262.99282976,23,2017-06-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3147,HYC,HYCON,DAG,33644275.28396356,2957954.0064188,24,2019-01-31,2021-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
32196,HYPE,Hyperliquid,Bridge;Derivatives;Dexs;Layer-1;Perpetuals,18274350435.27267,18274350435.27267,18,2024-12-31,2026-05-31,Hyperliquid L1,cmcId,13436606394.0,0.7352713543275944,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.7353>= 0.01)
353,HYPER,Hyper,Cross Chain Bridge;Prediction Market,339961.04574262,48975.7672988,19,2015-08-31,2017-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
63,I0C,I0Coin,,3461240.27462176,275183.92409442,34,2015-08-31,2018-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
8916,ICP,Internet Computer,Chain;AI/Big Data;NFT;DePIN;Gaming;Interoperability;Layer-1;Metaverse;Privacy;RWA;Smart Contract Platform;Storage,14241044904.66916,1504615536.518494,61,2021-05-31,2026-05-31,ICP,cmcId,18012978.0,0.01197181443552015,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0120>= 0.01)
41,IFC,Infinitecoin,,42395379.1706963,11443467.3824324,48,2015-08-31,2022-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3617,ILC,ILCOIN,Storage;Payments,38430787.64035891,4867564.07263357,30,2019-04-30,2023-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1069,INFX,Influxcoin,,2382239.95170039,263266.76792515,26,2016-03-31,2018-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
7226,INJ,Injective,Bridge;Chain;Derivatives;Dexs;AI/Big Data;DEX;Layer-1;RWA;Smart Contract Platform,3822057996.052808,653171396.4976982,66,2020-12-31,2026-05-31,Injective,symbol,13851964.0,0.02120724219442885,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0212>= 0.01)
1445,INSANE,InsaneCoin,,2811192.71376591,2811192.71376591,4,2017-04-30,2017-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
495,IOC,I/O Coin,Storage,57009901.40447475,1368667.27885885,56,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1281,ION,ION,Lending;Synthetics,94136269.50087436,293263.70906706,41,2016-06-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1464,IOP,Internet of People,,23167843.99263104,1001368.44290291,24,2017-09-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1720,IOTA,IOTA,DAG;DePIN;IoT;Layer-1;Payments;RWA,9869763787.814571,271226847.22141594,108,2017-06-30,2026-05-31,IOTA,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
2777,IOTX,IoTeX,Chain;AI/Big Data;DePIN;IoT;Layer-1,1469823996.9876082,41219728.12146188,96,2018-06-30,2026-05-31,IoTeX,cmcId,16399.0,0.00039784347804714245,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
35626,IP,Story,Chain;AI/Big Data;Layer-1;Smart Contract Platform,2792462877.309272,153631705.3745135,16,2025-02-28,2026-05-31,Story,cmcId,523647.0,0.0034084565990040072,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
2251,ITC,IoT Chain,IoT;Smart Contract Platform,171320173.6904624,8328524.16858642,43,2017-12-31,2021-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
13,IXC,Ixcoin,,4238165.50615514,539770.7241299,39,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
536,J,Joincoin,,3221955.07049394,507551.3743747,29,2015-08-31,2017-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
11396,JOE,JOE,DEX Aggregator;Dexs;Farm;Lending;DEX;Yield,409990974.47657466,15769452.35686504,55,2021-11-30,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
28541,JTO,Jito,DAO Service Provider;Liquid Staking;Restaking,979838627.6514816,247739164.38836664,30,2023-12-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
38192,JUPSOL,Jupiter Staked SOL,,637909257.0073652,434146936.052747,7,2025-11-30,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5453,KAI,KardiaChain,Derivatives;Dexs;Interoperability;Smart Contract Platform,342768376.3066869,11977007.31867488,48,2020-08-31,2024-09-30,Kardia,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
32880,KAIA,Kaia,Layer-1,1216580755.1455145,301793454.0374103,20,2024-10-31,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
116,KARMA,Karmacoin,Reserve Currency,295942.36049267,295942.36049267,7,2015-08-31,2016-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
20396,KAS,Kaspa,DAG;Layer-1,5003062283.891114,843126583.0737891,43,2022-11-30,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
4846,KAVA,Kava,Layer-1,1153993675.6983576,60893686.41395323,74,2020-03-31,2026-05-31,Kava,cmcId,2678170.0,0.04398107846179472,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0440>= 0.01)
1371,KB3,B3Coin,,8258524.73540289,894599.88748818,10,2017-09-30,2019-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5647,KDA,Kadena,AI/Big Data;NFT;Gaming;Layer-1;Smart Contract Platform,2652372886.581102,15583268.63300863,49,2021-09-30,2025-10-31,Kadena,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1993,KIN,Kin,Smart Contract Platform,470638303.612096,17654953.66477026,90,2017-09-30,2025-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
38828,KITE,Kite,CDP;AI Agents;AI/Big Data;Layer-1,460984370.29475296,371569502.7016062,7,2025-11-30,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4256,KLAY,Klaytn,Layer-1,10071896808.94872,511663307.04517066,43,2021-03-31,2024-09-30,Kaia,cmcId,9081523.0,0.01774902142669821,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0177>= 0.01)
1182,KLC,KiloCoin,,23403550.09649965,9127908.51963875,22,2016-05-31,2018-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1521,KMD,Komodo,,1028847875.7915196,16328626.25602468,100,2017-02-28,2025-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
815,KOBO,Kobocoin,,2145961.34508391,169680.3675201,30,2015-10-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
36066,KTA,Keeta,Canonical Bridge;Layer-1,401834652.7807615,85718712.8605671,13,2025-05-31,2026-05-31,Keeta,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1529,KUSH,KushCoin,,1329798.75905653,328119.26867292,14,2017-02-28,2018-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1044,KWD,KWD,,315010821.3664238,60897218.43003998,69,2015-10-31,2024-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1298,LBC,LBRY Credits,AI/Big Data,134243964.57558066,9079792.8672144,87,2016-07-31,2023-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2335,LBTC,Lightning Bitcoin,,23688253.50253176,11502995.79591076,24,2019-04-30,2021-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1022,LC4,Leading Coin 4 Entrepreneurs,,51731456.02890269,516448.14107686,34,2017-06-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2540,LCC,Litecoin Cash,Payments,118628364.28744952,8903248.37136524,38,2018-04-30,2021-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
853,LDOGE,LiteDoge,,4764318.8259137,4764318.8259137,42,2015-10-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
107,LEAF,LeafCoin,Yield,2173334.86601906,1460863.72492958,5,2016-03-31,2018-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
